L I	L III	L II(Calc.)
0.274048	-0.0820923	0.191956
0.268555	-0.0778198	0.190735
0.262146	-0.0735474	0.188599
0.254517	-0.0686646	0.185852
0.245056	-0.0634766	0.18158
0.233765	-0.0570679	0.176697
0.221252	-0.050354	0.170898
0.207825	-0.043335	0.16449
0.193787	-0.0363159	0.157471
0.178833	-0.0292969	0.149536
0.163269	-0.0222778	0.140991
0.1474	-0.0158691	0.131531
0.131226	-0.00976563	0.12146
0.115356	-0.00457764	0.110779
0.0994873	0.000305176	0.0997925
0.0839233	0.00427246	0.0881958
0.0686646	0.00793457	0.0765991
0.0543213	0.0106812	0.0650024
0.0405884	0.0131226	0.0537109
0.027771	0.0152588	0.0430298
0.0158691	0.0170898	0.032959
0.00427246	0.0189209	0.0231934
-0.00701904	0.0201416	0.0131226
-0.0180054	0.0213623	0.00335693
-0.0274658	0.0219727	-0.00549316
-0.0357056	0.022583	-0.0131226
-0.0427246	0.0228882	-0.0198364
-0.0488281	0.0231934	-0.0256348
-0.0546265	0.0228882	-0.0317383
-0.0598145	0.022583	-0.0372314
-0.0640869	0.0219727	-0.0421143
-0.0671387	0.0213623	-0.0457764
-0.0698853	0.0204468	-0.0494385
-0.0723267	0.0198364	-0.0524902
-0.0744629	0.0192261	-0.0552368
-0.0762939	0.0189209	-0.057373
-0.0778198	0.0183105	-0.0595093
-0.0787354	0.0180054	-0.06073
-0.0796509	0.0177002	-0.0619507
-0.0802612	0.0170898	-0.0631714
-0.0805664	0.0167847	-0.0637817
-0.0811768	0.0161743	-0.0650024
-0.0814819	0.0158691	-0.0656128
-0.0820923	0.0152588	-0.0668335
-0.0823975	0.0146484	-0.067749
-0.0820923	0.0137329	-0.0683594
-0.0817871	0.0134277	-0.0683594
-0.0817871	0.0131226	-0.0686646
-0.0814819	0.0125122	-0.0689697
-0.0811768	0.0119019	-0.0692749
-0.0805664	0.0112915	-0.0692749
-0.0799561	0.010376	-0.0695801
-0.0799561	0.00976563	-0.0701904
-0.0802612	0.00915527	-0.071106
-0.0808716	0.00823975	-0.0726318
-0.0814819	0.00762939	-0.0738525
-0.0814819	0.00671387	-0.0747681
-0.0811768	0.00610352	-0.0750732
-0.0811768	0.00518799	-0.0759888
-0.0808716	0.00457764	-0.0762939
-0.0805664	0.00396729	-0.0765991
-0.0802612	0.00335693	-0.0769043
-0.0790405	0.00305176	-0.0759888
-0.0775146	0.00305176	-0.0744629
-0.0756836	0.00305176	-0.0726318
-0.0738525	0.00274658	-0.071106
-0.0726318	0.00213623	-0.0704956
-0.0717163	0.00183105	-0.0698853
-0.071106	0.00152588	-0.0695801
-0.0704956	0.00152588	-0.0689697
-0.0698853	0.0012207	-0.0686646
-0.0695801	0.000915527	-0.0686646
-0.0695801	0.000610352	-0.0689697
-0.0695801	0.000610352	-0.0689697
-0.0689697	0.000305176	-0.0686646
-0.067749	0.000305176	-0.0674438
-0.0668335	0	-0.0668335
-0.0662231	0	-0.0662231
-0.0656128	0	-0.0656128
-0.0646973	-0.000305176	-0.0650024
-0.0634766	-0.000305176	-0.0637817
-0.0616455	-0.000610352	-0.0622559
-0.06073	-0.000915527	-0.0616455
-0.0601196	-0.0012207	-0.0613403
-0.06073	-0.00152588	-0.0622559
-0.0622559	-0.00183105	-0.0640869
-0.0634766	-0.00244141	-0.065918
-0.0643921	-0.00244141	-0.0668335
-0.0650024	-0.00213623	-0.0671387
-0.0653076	-0.00152588	-0.0668335
-0.0656128	-0.000610352	-0.0662231
-0.065918	0	-0.065918
-0.0656128	0.000915527	-0.0646973
-0.0650024	0.00183105	-0.0631714
-0.0640869	0.00274658	-0.0613403
-0.0628662	0.00335693	-0.0595093
-0.0613403	0.00396729	-0.057373
-0.0601196	0.00457764	-0.055542
-0.0595093	0.00457764	-0.0549316
-0.0592041	0.00488281	-0.0543213
-0.0585938	0.00488281	-0.0537109
-0.0588989	0.00518799	-0.0537109
-0.0588989	0.00579834	-0.0531006
-0.0588989	0.00640869	-0.0524902
-0.0585938	0.00732422	-0.0512695
-0.0579834	0.00793457	-0.0500488
-0.0576782	0.00793457	-0.0497437
-0.057373	0.00793457	-0.0494385
-0.057373	0.00793457	-0.0494385
-0.057373	0.00732422	-0.0500488
-0.0576782	0.00671387	-0.0509644
-0.0576782	0.00579834	-0.0518799
-0.0576782	0.00488281	-0.0527954
-0.0579834	0.00366211	-0.0543213
-0.0588989	0.00305176	-0.0558472
-0.06073	0.00274658	-0.0579834
-0.062561	0.00244141	-0.0601196
-0.0640869	0.00274658	-0.0613403
-0.0656128	0.00274658	-0.0628662
-0.0662231	0.00244141	-0.0637817
-0.0665283	0.00213623	-0.0643921
-0.0671387	0.00213623	-0.0650024
-0.067749	0.00213623	-0.0656128
-0.0680542	0.00183105	-0.0662231
-0.067749	0.000915527	-0.0668335
-0.0671387	0.000305176	-0.0668335
-0.0671387	0	-0.0671387
-0.0671387	0.000305176	-0.0668335
-0.0668335	0.000610352	-0.0662231
-0.065918	0.000915527	-0.0650024
-0.0656128	0.000915527	-0.0646973
-0.0653076	0.000915527	-0.0643921
-0.0650024	0.000915527	-0.0640869
-0.0650024	0.000305176	-0.0646973
-0.0643921	-0.000305176	-0.0646973
-0.0637817	-0.000915527	-0.0646973
-0.0631714	-0.00152588	-0.0646973
-0.0628662	-0.00244141	-0.0653076
-0.062561	-0.00335693	-0.065918
-0.062561	-0.00427246	-0.0668335
-0.062561	-0.00457764	-0.0671387
-0.0631714	-0.00457764	-0.067749
-0.0643921	-0.00457764	-0.0689697
-0.0650024	-0.00427246	-0.0692749
-0.0650024	-0.00427246	-0.0692749
-0.0646973	-0.00366211	-0.0683594
-0.0650024	-0.00335693	-0.0683594
-0.0656128	-0.00305176	-0.0686646
-0.0662231	-0.00274658	-0.0689697
-0.0665283	-0.00274658	-0.0692749
-0.0671387	-0.00244141	-0.0695801
-0.0671387	-0.00213623	-0.0692749
-0.0674438	-0.00213623	-0.0695801
-0.0674438	-0.00183105	-0.0692749
-0.0671387	-0.00152588	-0.0686646
-0.0668335	-0.0012207	-0.0680542
-0.065918	-0.0012207	-0.0671387
-0.0650024	-0.00183105	-0.0668335
-0.0640869	-0.00244141	-0.0665283
-0.0631714	-0.00335693	-0.0665283
-0.0628662	-0.00427246	-0.0671387
-0.0631714	-0.00518799	-0.0683594
-0.0631714	-0.00549316	-0.0686646
-0.0628662	-0.00610352	-0.0689697
-0.0622559	-0.00640869	-0.0686646
-0.062561	-0.00579834	-0.0683594
-0.062561	-0.00518799	-0.067749
-0.062561	-0.00396729	-0.0665283
-0.0616455	-0.00244141	-0.0640869
-0.06073	-0.000915527	-0.0616455
-0.0595093	0.000610352	-0.0588989
-0.0579834	0.00183105	-0.0561523
-0.0567627	0.00305176	-0.0537109
-0.0552368	0.00366211	-0.0515747
-0.0543213	0.00366211	-0.0506592
-0.0537109	0.00335693	-0.050354
-0.0534058	0.00274658	-0.0506592
-0.0534058	0.00244141	-0.0509644
-0.0534058	0.00213623	-0.0512695
-0.0531006	0.00183105	-0.0512695
-0.0527954	0.0012207	-0.0515747
-0.0521851	0.000915527	-0.0512695
-0.0518799	0.000915527	-0.0509644
-0.0518799	0.000915527	-0.0509644
-0.0524902	0.00152588	-0.0509644
-0.0531006	0.00183105	-0.0512695
-0.0537109	0.00244141	-0.0512695
-0.0543213	0.00335693	-0.0509644
-0.0546265	0.00427246	-0.050354
-0.0540161	0.00488281	-0.0491333
-0.0531006	0.00488281	-0.0482178
-0.0521851	0.00488281	-0.0473022
-0.0506592	0.00518799	-0.0454712
-0.0488281	0.00518799	-0.0436401
-0.0466919	0.00488281	-0.0418091
-0.0445557	0.00427246	-0.0402832
-0.0427246	0.00335693	-0.0393677
-0.0415039	0.00244141	-0.0390625
-0.0411987	0.00183105	-0.0393677
-0.0415039	0.00152588	-0.039978
-0.0424194	0.0012207	-0.0411987
-0.0439453	0.000915527	-0.0430298
-0.0454712	0.0012207	-0.0442505
-0.0473022	0.0012207	-0.0460815
-0.0497437	0.00152588	-0.0482178
-0.0521851	0.00213623	-0.0500488
-0.0537109	0.00274658	-0.0509644
-0.0546265	0.00335693	-0.0512695
-0.0549316	0.00396729	-0.0509644
-0.0543213	0.00427246	-0.0500488
-0.0534058	0.00427246	-0.0491333
-0.0524902	0.00427246	-0.0482178
-0.0512695	0.00396729	-0.0473022
-0.0500488	0.00335693	-0.0466919
-0.0488281	0.00335693	-0.0454712
-0.0482178	0.00305176	-0.045166
-0.0476074	0.00244141	-0.045166
-0.0473022	0.0012207	-0.0460815
-0.0476074	0.000305176	-0.0473022
-0.0479126	-0.000305176	-0.0482178
-0.0479126	-0.0012207	-0.0491333
-0.0473022	-0.00152588	-0.0488281
-0.0473022	-0.00183105	-0.0491333
-0.0469971	-0.00183105	-0.0488281
-0.0460815	-0.00213623	-0.0482178
-0.0448608	-0.00244141	-0.0473022
-0.0439453	-0.00244141	-0.0463867
-0.0430298	-0.00183105	-0.0448608
-0.0427246	-0.000915527	-0.0436401
-0.0424194	-0.000305176	-0.0427246
-0.0427246	0.000610352	-0.0421143
-0.0430298	0.0012207	-0.0418091
-0.043335	0.00183105	-0.0415039
-0.0436401	0.00213623	-0.0415039
-0.0439453	0.00244141	-0.0415039
-0.0445557	0.00305176	-0.0415039
-0.0454712	0.00335693	-0.0421143
-0.0463867	0.00366211	-0.0427246
-0.0463867	0.00335693	-0.0430298
-0.0463867	0.00305176	-0.043335
-0.0457764	0.00305176	-0.0427246
-0.0454712	0.00305176	-0.0424194
-0.0448608	0.00335693	-0.0415039
-0.0445557	0.00366211	-0.0408936
-0.0439453	0.00396729	-0.039978
-0.0427246	0.00396729	-0.0387573
-0.0408936	0.00366211	-0.0372314
-0.0396729	0.00366211	-0.0360107
-0.0384521	0.00366211	-0.03479
-0.0378418	0.00335693	-0.0344849
-0.0375366	0.00305176	-0.0344849
-0.0375366	0.00274658	-0.03479
-0.0375366	0.00244141	-0.0350952
-0.0375366	0.00274658	-0.03479
-0.0372314	0.00335693	-0.0338745
-0.0360107	0.00427246	-0.0317383
-0.0350952	0.00579834	-0.0292969
-0.0344849	0.00762939	-0.0268555
-0.0332642	0.00976563	-0.0234985
-0.0308228	0.0115967	-0.0192261
-0.0274658	0.0134277	-0.0140381
-0.0238037	0.0149536	-0.0088501
-0.0192261	0.0158691	-0.00335693
-0.0140381	0.0161743	0.00213623
-0.00854492	0.0161743	0.00762939
-0.00274658	0.0161743	0.0134277
0.00274658	0.0158691	0.0186157
0.00823975	0.015564	0.0238037
0.0134277	0.0149536	0.0283813
0.0186157	0.0146484	0.0332642
0.0244141	0.0143433	0.0387573
0.0302124	0.0143433	0.0445557
0.0360107	0.0140381	0.0500488
0.0418091	0.0134277	0.0552368
0.0476074	0.0128174	0.0604248
0.0524902	0.0125122	0.0650024
0.0564575	0.0128174	0.0692749
0.0585938	0.0131226	0.0717163
0.0595093	0.0134277	0.072937
0.0585938	0.0140381	0.0726318
0.0558472	0.0149536	0.0708008
0.0512695	0.015564	0.0668335
0.0466919	0.015564	0.0622559
0.0418091	0.0140381	0.0558472
0.0372314	0.0112915	0.0485229
0.0335693	0.00701904	0.0405884
0.0314331	0.0012207	0.0326538
0.0314331	-0.00610352	0.0253296
0.0320435	-0.0140381	0.0180054
0.032959	-0.0216675	0.0112915
0.0335693	-0.0283813	0.00518799
0.0326538	-0.0332642	-0.000610352
0.0302124	-0.0363159	-0.00610352
0.0262451	-0.0378418	-0.0115967
0.0210571	-0.0372314	-0.0161743
0.0149536	-0.03479	-0.0198364
0.00701904	-0.0302124	-0.0231934
-0.00152588	-0.0250244	-0.0265503
-0.0100708	-0.0198364	-0.0299072
-0.0177002	-0.0146484	-0.0323486
-0.0244141	-0.0106812	-0.0350952
-0.0302124	-0.00732422	-0.0375366
-0.0344849	-0.00518799	-0.0396729
-0.038147	-0.00366211	-0.0418091
-0.0408936	-0.00305176	-0.0439453
-0.0427246	-0.00305176	-0.0457764
-0.0436401	-0.00335693	-0.0469971
-0.0436401	-0.00396729	-0.0476074
-0.0436401	-0.00457764	-0.0482178
-0.0436401	-0.00518799	-0.0488281
-0.0436401	-0.00549316	-0.0491333
-0.0430298	-0.00549316	-0.0485229
-0.0430298	-0.00549316	-0.0485229
-0.0430298	-0.00518799	-0.0482178
-0.0436401	-0.00488281	-0.0485229
-0.0439453	-0.00396729	-0.0479126
-0.0439453	-0.00305176	-0.0469971
-0.0439453	-0.00244141	-0.0463867
-0.0436401	-0.00183105	-0.0454712
-0.043335	-0.00183105	-0.045166
-0.043335	-0.00183105	-0.045166
-0.0427246	-0.00213623	-0.0448608
-0.0418091	-0.00305176	-0.0448608
-0.0405884	-0.00396729	-0.0445557
-0.0396729	-0.00457764	-0.0442505
-0.0396729	-0.00488281	-0.0445557
-0.039978	-0.00488281	-0.0448608
-0.0396729	-0.00488281	-0.0445557
-0.0390625	-0.00518799	-0.0442505
-0.0378418	-0.00549316	-0.043335
-0.0369263	-0.00518799	-0.0421143
-0.0360107	-0.00457764	-0.0405884
-0.0357056	-0.00366211	-0.0393677
-0.0357056	-0.00244141	-0.038147
-0.0360107	-0.0012207	-0.0372314
-0.0360107	-0.000305176	-0.0363159
-0.0366211	0	-0.0366211
-0.0375366	0.000610352	-0.0369263
-0.0396729	0.000915527	-0.0387573
-0.0415039	0.0012207	-0.0402832
-0.0427246	0.0012207	-0.0415039
-0.0436401	0.0012207	-0.0424194
-0.0442505	0.000915527	-0.043335
-0.0445557	0.000915527	-0.0436401
-0.0442505	0.000610352	-0.0436401
-0.0436401	0	-0.0436401
-0.0424194	0	-0.0424194
-0.0411987	0	-0.0411987
-0.039978	0.000305176	-0.0396729
-0.0384521	0.000915527	-0.0375366
-0.0375366	0.00152588	-0.0360107
-0.0375366	0.00274658	-0.03479
-0.038147	0.00427246	-0.0338745
-0.0390625	0.00671387	-0.0323486
-0.0402832	0.0100708	-0.0302124
-0.0411987	0.0152588	-0.0259399
-0.0415039	0.0228882	-0.0186157
-0.0393677	0.0323486	-0.00701904
-0.0350952	0.0439453	0.0088501
-0.0289917	0.0576782	0.0286865
-0.0204468	0.0726318	0.0521851
-0.00762939	0.0863647	0.0787354
0.0119019	0.0979614	0.109863
0.0384521	0.105286	0.143738
0.0714111	0.107117	0.178528
0.111389	0.103455	0.214844
0.157776	0.0949097	0.252686
0.207825	0.083313	0.291138
0.26001	0.0665283	0.326538
0.31311	0.0387573	0.351868
0.365601	-0.00213623	0.363464
0.412903	-0.0524902	0.360413
0.449219	-0.106506	0.342712
0.469055	-0.159912	0.309143
0.46875	-0.210571	0.258179
0.446472	-0.255432	0.19104
0.403442	-0.290833	0.11261
0.342407	-0.313416	0.0289917
0.267334	-0.318604	-0.0512695
0.183105	-0.304871	-0.121765
0.0967407	-0.273438	-0.176697
0.0158691	-0.227051	-0.211182
-0.0531006	-0.171204	-0.224304
-0.105591	-0.111694	-0.217285
-0.139771	-0.0546265	-0.194397
-0.154114	-0.00610352	-0.160217
-0.148926	0.0308228	-0.118103
-0.129089	0.0543213	-0.0747681
-0.100403	0.0646973	-0.0357056
-0.0683594	0.0637817	-0.00457764
-0.0375366	0.0546265	0.0170898
-0.012207	0.0408936	0.0286865
0.00549316	0.0259399	0.0314331
0.0149536	0.0128174	0.027771
0.0167847	0.00335693	0.0201416
0.0125122	-0.0012207	0.0112915
0.00518799	-0.00213623	0.00305176
-0.00244141	-0.000305176	-0.00274658
-0.00946045	0.00305176	-0.00640869
-0.0149536	0.00671387	-0.00823975
-0.0186157	0.00976563	-0.0088501
-0.0198364	0.0115967	-0.00823975
-0.0186157	0.0125122	-0.00610352
-0.0164795	0.012207	-0.00427246
-0.0134277	0.0115967	-0.00183105
-0.0106812	0.0106812	0
-0.00823975	0.00976563	0.00152588
-0.00671387	0.0088501	0.00213623
-0.00610352	0.00793457	0.00183105
-0.00640869	0.00762939	0.0012207
-0.00671387	0.00762939	0.000915527
-0.00610352	0.00793457	0.00183105
-0.00549316	0.00793457	0.00244141
-0.00457764	0.00823975	0.00366211
-0.00335693	0.00854492	0.00518799
-0.00213623	0.00854492	0.00640869
-0.000915527	0.00854492	0.00762939
0.000305176	0.00762939	0.00793457
0.00152588	0.00701904	0.00854492
0.00244141	0.00640869	0.0088501
0.00305176	0.00579834	0.0088501
0.00457764	0.00549316	0.0100708
0.00579834	0.00518799	0.0109863
0.00701904	0.00518799	0.012207
0.00793457	0.00549316	0.0134277
0.0088501	0.00579834	0.0146484
0.0100708	0.00640869	0.0164795
0.0112915	0.00732422	0.0186157
0.0125122	0.00793457	0.0204468
0.0137329	0.00793457	0.0216675
0.0149536	0.00762939	0.022583
0.0158691	0.00701904	0.0228882
0.0167847	0.00640869	0.0231934
0.0177002	0.00549316	0.0231934
0.0189209	0.00457764	0.0234985
0.0201416	0.00335693	0.0234985
0.0216675	0.00244141	0.0241089
0.0228882	0.00213623	0.0250244
0.0241089	0.00213623	0.0262451
0.0247192	0.00244141	0.0271606
0.0253296	0.00274658	0.0280762
0.0262451	0.00305176	0.0292969
0.0271606	0.00335693	0.0305176
0.0283813	0.00396729	0.0323486
0.0289917	0.00457764	0.0335693
0.0299072	0.00457764	0.0344849
0.0308228	0.00427246	0.0350952
0.0323486	0.00366211	0.0360107
0.0338745	0.00335693	0.0372314
0.0350952	0.00305176	0.038147
0.0366211	0.00274658	0.0393677
0.038147	0.00274658	0.0408936
0.0393677	0.00274658	0.0421143
0.0408936	0.00244141	0.043335
0.0424194	0.00244141	0.0448608
0.0442505	0.00274658	0.0469971
0.0460815	0.00305176	0.0491333
0.0479126	0.00366211	0.0515747
0.0506592	0.00366211	0.0543213
0.0540161	0.00366211	0.0576782
0.0570679	0.00366211	0.06073
0.0601196	0.00335693	0.0634766
0.0628662	0.00305176	0.065918
0.065918	0.00274658	0.0686646
0.0683594	0.00244141	0.0708008
0.0714111	0.0012207	0.0726318
0.0744629	-0.000305176	0.0741577
0.0775146	-0.00183105	0.0756836
0.0799561	-0.00305176	0.0769043
0.0820923	-0.00457764	0.0775146
0.0839233	-0.00549316	0.0784302
0.0863647	-0.00640869	0.0799561
0.0897217	-0.00732422	0.0823975
0.0933838	-0.00793457	0.0854492
0.0970459	-0.00823975	0.0888062
0.101013	-0.00823975	0.0927734
0.105286	-0.00823975	0.0970459
0.110168	-0.00823975	0.101929
0.115662	-0.00854492	0.107117
0.12146	-0.0088501	0.11261
0.127869	-0.0100708	0.117798
0.134277	-0.0112915	0.122986
0.140686	-0.0131226	0.127563
0.146484	-0.0149536	0.131531
0.151672	-0.0170898	0.134583
0.157166	-0.0192261	0.137939
0.163269	-0.0216675	0.141602
0.169067	-0.0244141	0.144653
0.174561	-0.0262451	0.148315
0.180054	-0.0280762	0.151978
0.185852	-0.0296021	0.15625
0.19165	-0.0311279	0.160522
0.197449	-0.0323486	0.1651
0.202942	-0.0335693	0.169373
0.20874	-0.0341797	0.174561
0.214233	-0.0350952	0.179138
0.219727	-0.0360107	0.183716
0.22522	-0.0366211	0.188599
0.230713	-0.0372314	0.193481
0.236511	-0.038147	0.198364
0.242615	-0.0390625	0.203552
0.248413	-0.039978	0.208435
0.254822	-0.0408936	0.213928
0.260925	-0.0418091	0.219116
0.267029	-0.0427246	0.224304
0.272522	-0.043335	0.229187
0.278015	-0.0436401	0.234375
0.282898	-0.043335	0.239563
0.287476	-0.0430298	0.244446
0.291138	-0.0427246	0.248413
0.293274	-0.0421143	0.25116
0.294189	-0.0408936	0.253296
0.295715	-0.0396729	0.256042
0.297546	-0.0384521	0.259094
0.298462	-0.0369263	0.261536
0.297546	-0.0350952	0.262451
0.29541	-0.0326538	0.262756
0.292664	-0.0296021	0.263062
0.289612	-0.0262451	0.263367
0.284729	-0.0222778	0.262451
0.278625	-0.0177002	0.260925
0.270996	-0.0128174	0.258179
0.261841	-0.00701904	0.254822
0.250549	-0.0012207	0.249329
0.238647	0.00488281	0.24353
0.225525	0.0109863	0.236511
0.211182	0.0170898	0.228271
0.195313	0.0231934	0.218506
0.178223	0.0292969	0.20752
0.161438	0.03479	0.196228
0.144653	0.039978	0.184631
0.127563	0.0448608	0.172424
0.110474	0.0497437	0.160217
0.093689	0.0543213	0.14801
0.0778198	0.0588989	0.136719
0.0637817	0.062561	0.126343
0.0509644	0.065918	0.116882
0.0387573	0.0686646	0.107422
0.0274658	0.071106	0.0985718
0.0170898	0.0732422	0.090332
0.00793457	0.0750732	0.0830078
-0.000610352	0.0759888	0.0753784
-0.00854492	0.0765991	0.0680542
-0.0164795	0.0769043	0.0604248
-0.0247192	0.0769043	0.0521851
-0.0326538	0.0765991	0.0439453
-0.0393677	0.0759888	0.0366211
-0.0457764	0.0750732	0.0292969
-0.0515747	0.0738525	0.0222778
-0.0570679	0.0726318	0.015564
-0.0622559	0.0714111	0.00915527
-0.0662231	0.0698853	0.00366211
-0.0695801	0.0692749	-0.000305176
-0.0723267	0.0683594	-0.00396729
-0.0744629	0.067749	-0.00671387
-0.0759888	0.0665283	-0.00946045
-0.0769043	0.0653076	-0.0115967
-0.0775146	0.0640869	-0.0134277
-0.0778198	0.0634766	-0.0143433
-0.078125	0.0631714	-0.0149536
-0.078125	0.0622559	-0.0158691
-0.0778198	0.0613403	-0.0164795
-0.0775146	0.0598145	-0.0177002
-0.0778198	0.0588989	-0.0189209
-0.0784302	0.0582886	-0.0201416
-0.0784302	0.0576782	-0.020752
-0.078125	0.057373	-0.020752
-0.0784302	0.0570679	-0.0213623
-0.0784302	0.0567627	-0.0216675
-0.0778198	0.0564575	-0.0213623
-0.0778198	0.0561523	-0.0216675
-0.0787354	0.0561523	-0.022583
-0.0790405	0.0561523	-0.0228882
-0.0787354	0.055542	-0.0231934
-0.0787354	0.0552368	-0.0234985
-0.0790405	0.0546265	-0.0244141
-0.0784302	0.0540161	-0.0244141
-0.0775146	0.0537109	-0.0238037
-0.0762939	0.0531006	-0.0231934
-0.0753784	0.0531006	-0.0222778
-0.0738525	0.0527954	-0.0210571
-0.0720215	0.0524902	-0.0195313
-0.0692749	0.0521851	-0.0170898
-0.0665283	0.0515747	-0.0149536
-0.0643921	0.0512695	-0.0131226
-0.0634766	0.0512695	-0.012207
-0.0631714	0.0512695	-0.0119019
-0.0631714	0.0506592	-0.0125122
-0.0634766	0.0500488	-0.0134277
-0.0643921	0.0491333	-0.0152588
-0.0653076	0.0485229	-0.0167847
-0.0656128	0.0479126	-0.0177002
-0.0653076	0.0473022	-0.0180054
-0.0646973	0.0463867	-0.0183105
-0.0631714	0.0454712	-0.0177002
-0.0616455	0.0445557	-0.0170898
-0.0601196	0.0436401	-0.0164795
-0.0582886	0.0430298	-0.0152588
-0.0558472	0.0424194	-0.0134277
-0.0537109	0.0421143	-0.0115967
-0.0515747	0.0421143	-0.00946045
-0.050354	0.0418091	-0.00854492
-0.0497437	0.0424194	-0.00732422
-0.0500488	0.0427246	-0.00732422
-0.0506592	0.043335	-0.00732422
-0.0512695	0.0436401	-0.00762939
-0.0527954	0.0436401	-0.00915527
-0.0540161	0.0439453	-0.0100708
-0.0543213	0.0439453	-0.010376
-0.0543213	0.0439453	-0.010376
-0.0543213	0.0436401	-0.0106812
-0.0543213	0.0436401	-0.0106812
-0.0537109	0.0436401	-0.0100708
-0.0531006	0.0436401	-0.00946045
-0.0524902	0.043335	-0.00915527
-0.0521851	0.043335	-0.0088501
-0.0515747	0.043335	-0.00823975
-0.0509644	0.043335	-0.00762939
-0.0500488	0.043335	-0.00671387
-0.050354	0.0430298	-0.00732422
-0.0512695	0.0427246	-0.00854492
-0.0524902	0.0427246	-0.00976563
-0.0527954	0.0427246	-0.0100708
-0.0524902	0.0427246	-0.00976563
-0.0521851	0.0427246	-0.00946045
-0.0524902	0.0430298	-0.00946045
-0.0537109	0.0436401	-0.0100708
-0.0552368	0.0445557	-0.0106812
-0.0564575	0.045166	-0.0112915
-0.0567627	0.045166	-0.0115967
-0.0567627	0.045166	-0.0115967
-0.0576782	0.0448608	-0.0128174
-0.0585938	0.0442505	-0.0143433
-0.0592041	0.043335	-0.0158691
-0.0598145	0.0424194	-0.017395
-0.0598145	0.0408936	-0.0189209
-0.0592041	0.0393677	-0.0198364
-0.0585938	0.0375366	-0.0210571
-0.0582886	0.0363159	-0.0219727
-0.0579834	0.0354004	-0.022583
-0.0579834	0.03479	-0.0231934
-0.0582886	0.0344849	-0.0238037
-0.0585938	0.0344849	-0.0241089
-0.0592041	0.0344849	-0.0247192
-0.0598145	0.0344849	-0.0253296
-0.06073	0.0341797	-0.0265503
-0.0616455	0.0335693	-0.0280762
-0.062561	0.032959	-0.0296021
-0.0634766	0.0326538	-0.0308228
-0.0650024	0.0326538	-0.0323486
-0.065918	0.0320435	-0.0338745
-0.0665283	0.0314331	-0.0350952
-0.0668335	0.0305176	-0.0363159
-0.0668335	0.0299072	-0.0369263
-0.0665283	0.0292969	-0.0372314
-0.0662231	0.0289917	-0.0372314
-0.0656128	0.0286865	-0.0369263
-0.0646973	0.0280762	-0.0366211
-0.0637817	0.0271606	-0.0366211
-0.0631714	0.0265503	-0.0366211
-0.0628662	0.0262451	-0.0366211
-0.0628662	0.0259399	-0.0369263
-0.0628662	0.0256348	-0.0372314
-0.0631714	0.0253296	-0.0378418
-0.0640869	0.0250244	-0.0390625
-0.0646973	0.0250244	-0.0396729
-0.0650024	0.0250244	-0.039978
-0.0653076	0.0247192	-0.0405884
-0.0656128	0.0247192	-0.0408936
-0.0656128	0.0244141	-0.0411987
-0.0650024	0.0241089	-0.0408936
-0.0643921	0.0234985	-0.0408936
-0.0637817	0.0228882	-0.0408936
-0.0631714	0.0228882	-0.0402832
-0.0622559	0.0228882	-0.0393677
-0.0613403	0.0228882	-0.0384521
-0.06073	0.0228882	-0.0378418
-0.06073	0.0228882	-0.0378418
-0.0613403	0.0228882	-0.0384521
-0.0622559	0.0228882	-0.0393677
-0.0634766	0.0228882	-0.0405884
-0.0650024	0.0222778	-0.0427246
-0.065918	0.0216675	-0.0442505
-0.0662231	0.0210571	-0.045166
-0.0662231	0.0204468	-0.0457764
-0.0665283	0.0204468	-0.0460815
-0.0668335	0.0204468	-0.0463867
-0.0671387	0.020752	-0.0463867
-0.0674438	0.0213623	-0.0460815
-0.0668335	0.0222778	-0.0445557
-0.065918	0.0231934	-0.0427246
-0.0650024	0.0241089	-0.0408936
-0.0646973	0.0253296	-0.0393677
-0.0643921	0.0259399	-0.0384521
-0.0643921	0.0265503	-0.0378418
-0.0643921	0.0265503	-0.0378418
-0.0643921	0.0265503	-0.0378418
-0.0637817	0.0262451	-0.0375366
-0.0631714	0.0253296	-0.0378418
-0.062561	0.0244141	-0.038147
-0.0622559	0.0238037	-0.0384521
-0.0616455	0.0234985	-0.038147
-0.0613403	0.0234985	-0.0378418
-0.0610352	0.0238037	-0.0372314
-0.0613403	0.0244141	-0.0369263
-0.0613403	0.0253296	-0.0360107
-0.0610352	0.0262451	-0.03479
-0.0604248	0.0268555	-0.0335693
-0.0601196	0.0271606	-0.032959
-0.0592041	0.0274658	-0.0317383
-0.0576782	0.0274658	-0.0302124
-0.0564575	0.0271606	-0.0292969
-0.0549316	0.0268555	-0.0280762
-0.0534058	0.0265503	-0.0268555
-0.0527954	0.0262451	-0.0265503
-0.0531006	0.0262451	-0.0268555
-0.0537109	0.0265503	-0.0271606
-0.0540161	0.0265503	-0.0274658
-0.0543213	0.0268555	-0.0274658
-0.0549316	0.0271606	-0.027771
-0.0561523	0.027771	-0.0283813
-0.0570679	0.0283813	-0.0286865
-0.057373	0.0289917	-0.0283813
-0.0570679	0.0296021	-0.0274658
-0.0567627	0.0292969	-0.0274658
-0.0567627	0.0289917	-0.027771
-0.0564575	0.0286865	-0.027771
-0.0552368	0.0283813	-0.0268555
-0.0537109	0.027771	-0.0259399
-0.0524902	0.0271606	-0.0253296
