L I	L III	L II(Calc.)
-0.00274658	0.0149536	0.012207
-0.00152588	0.0140381	0.0125122
-0.000915527	0.0131226	0.012207
0	0.0125122	0.0125122
0.000915527	0.0119019	0.0128174
0.00152588	0.0115967	0.0131226
0.00213623	0.0115967	0.0137329
0.00244141	0.012207	0.0146484
0.00244141	0.0131226	0.015564
0.00183105	0.0137329	0.015564
0.00183105	0.0143433	0.0161743
0.00152588	0.0143433	0.0158691
0.000915527	0.0143433	0.0152588
0.000610352	0.0146484	0.0152588
0	0.0152588	0.0152588
0	0.0158691	0.0158691
0	0.0161743	0.0161743
0.000305176	0.0161743	0.0164795
0.0012207	0.0158691	0.0170898
0.00335693	0.015564	0.0189209
0.00549316	0.0149536	0.0204468
0.00854492	0.0143433	0.0228882
0.0119019	0.0134277	0.0253296
0.0149536	0.0128174	0.027771
0.0177002	0.0119019	0.0296021
0.0201416	0.0106812	0.0308228
0.0222778	0.00946045	0.0317383
0.0238037	0.00854492	0.0323486
0.0259399	0.00823975	0.0341797
0.0280762	0.00823975	0.0363159
0.0296021	0.00823975	0.0378418
0.0302124	0.00823975	0.0384521
0.0308228	0.00793457	0.0387573
0.0314331	0.00762939	0.0390625
0.0320435	0.00732422	0.0393677
0.0335693	0.00671387	0.0402832
0.0350952	0.00610352	0.0411987
0.0350952	0.00518799	0.0402832
0.03479	0.00427246	0.0390625
0.0350952	0.00366211	0.0387573
0.0363159	0.00305176	0.0393677
0.038147	0.00274658	0.0408936
0.0405884	0.00244141	0.0430298
0.0430298	0.00274658	0.0457764
0.0457764	0.00335693	0.0491333
0.0488281	0.00396729	0.0527954
0.0515747	0.00457764	0.0561523
0.0543213	0.00488281	0.0592041
0.0570679	0.00549316	0.062561
0.0595093	0.00610352	0.0656128
0.0616455	0.00640869	0.0680542
0.0637817	0.00671387	0.0704956
0.0650024	0.00701904	0.0720215
0.0662231	0.00671387	0.072937
0.0671387	0.00640869	0.0735474
0.0680542	0.00579834	0.0738525
0.0686646	0.00549316	0.0741577
0.071106	0.00518799	0.0762939
0.0750732	0.00457764	0.0796509
0.0802612	0.00396729	0.0842285
0.0845337	0.00274658	0.0872803
0.088501	0.0012207	0.0897217
0.0921631	0	0.0921631
0.0967407	-0.000915527	0.0958252
0.101929	-0.00183105	0.100098
0.106812	-0.00274658	0.104065
0.111694	-0.00335693	0.108337
0.115967	-0.00366211	0.112305
0.119629	-0.00366211	0.115967
0.122681	-0.00366211	0.119019
0.125732	-0.00396729	0.121765
0.128479	-0.00396729	0.124512
0.131226	-0.00396729	0.127258
0.134888	-0.00396729	0.13092
0.139465	-0.00427246	0.135193
0.144653	-0.00488281	0.139771
0.151062	-0.00579834	0.145264
0.157776	-0.00762939	0.150146
0.164795	-0.00946045	0.155334
0.171814	-0.0115967	0.160217
0.178528	-0.0137329	0.164795
0.185547	-0.0164795	0.169067
0.192566	-0.0189209	0.173645
0.19928	-0.0210571	0.178223
0.204163	-0.0228882	0.181274
0.207214	-0.0247192	0.182495
0.210266	-0.0259399	0.184326
0.214539	-0.0271606	0.187378
0.219727	-0.027771	0.191956
0.224915	-0.0280762	0.196838
0.230408	-0.0283813	0.202026
0.236511	-0.0289917	0.20752
0.243225	-0.0296021	0.213623
0.249939	-0.0305176	0.219421
0.256958	-0.0314331	0.225525
0.264587	-0.0323486	0.232239
0.272217	-0.0335693	0.238647
0.27832	-0.0350952	0.243225
0.281982	-0.0369263	0.245056
0.283813	-0.0384521	0.245361
0.28595	-0.0390625	0.246887
0.289612	-0.0393677	0.250244
0.293579	-0.0387573	0.254822
0.296936	-0.0375366	0.259399
0.299377	-0.0354004	0.263977
0.301208	-0.0326538	0.268555
0.302124	-0.0289917	0.273132
0.301819	-0.0247192	0.2771
0.299988	-0.0195313	0.280457
0.296021	-0.0140381	0.281982
0.289612	-0.00823975	0.281372
0.281372	-0.00213623	0.279236
0.270081	0.00366211	0.273743
0.256348	0.00976563	0.266113
0.240784	0.015564	0.256348
0.224609	0.0219727	0.246582
0.209045	0.0280762	0.237122
0.193787	0.0344849	0.228271
0.179138	0.0405884	0.219727
0.164795	0.0460815	0.210876
0.150757	0.0512695	0.202026
0.136719	0.0561523	0.192871
0.122681	0.06073	0.183411
0.108337	0.0643921	0.172729
0.093689	0.067749	0.161438
0.0790405	0.0708008	0.149841
0.0643921	0.0735474	0.137939
0.0497437	0.0756836	0.125427
0.0357056	0.0775146	0.11322
0.0219727	0.0790405	0.101013
0.00946045	0.0802612	0.0897217
-0.00152588	0.0811768	0.0796509
-0.0115967	0.0817871	0.0701904
-0.0198364	0.0820923	0.0622559
-0.0265503	0.0823975	0.0558472
-0.0314331	0.0823975	0.0509644
-0.0354004	0.0814819	0.0460815
-0.0390625	0.0799561	0.0408936
-0.0430298	0.0778198	0.03479
-0.0469971	0.0759888	0.0289917
-0.0506592	0.0741577	0.0234985
-0.0546265	0.0723267	0.0177002
-0.0588989	0.0708008	0.0119019
-0.0616455	0.0692749	0.00762939
-0.0634766	0.0683594	0.00488281
-0.0653076	0.067749	0.00244141
-0.0668335	0.067749	0.000915527
-0.067749	0.0674438	-0.000305176
-0.067749	0.0674438	-0.000305176
-0.0674438	0.0674438	0
-0.0662231	0.0671387	0.000915527
-0.0650024	0.0668335	0.00183105
-0.0631714	0.0656128	0.00244141
-0.0613403	0.0637817	0.00244141
-0.0595093	0.0610352	0.00152588
-0.0582886	0.0582886	0
-0.0585938	0.0552368	-0.00335693
-0.0592041	0.0527954	-0.00640869
-0.0598145	0.0506592	-0.00915527
-0.0610352	0.0497437	-0.0112915
-0.0631714	0.0497437	-0.0134277
-0.0650024	0.0506592	-0.0143433
-0.0656128	0.0518799	-0.0137329
-0.0665283	0.0534058	-0.0131226
-0.0680542	0.0552368	-0.0128174
-0.0680542	0.0570679	-0.0109863
-0.0671387	0.0582886	-0.0088501
-0.0662231	0.0588989	-0.00732422
-0.0646973	0.0585938	-0.00610352
-0.062561	0.0579834	-0.00457764
-0.0598145	0.0567627	-0.00305176
-0.0564575	0.0549316	-0.00152588
-0.0537109	0.0534058	-0.000305176
-0.0512695	0.0518799	0.000610352
-0.0494385	0.0512695	0.00183105
-0.0476074	0.0512695	0.00366211
-0.0454712	0.0518799	0.00640869
-0.0442505	0.0518799	0.00762939
-0.0442505	0.0521851	0.00793457
-0.045166	0.0524902	0.00732422
-0.045166	0.0531006	0.00793457
-0.0442505	0.0540161	0.00976563
-0.0424194	0.0540161	0.0115967
-0.0411987	0.0540161	0.0128174
-0.0402832	0.0534058	0.0131226
-0.0390625	0.0527954	0.0137329
-0.0369263	0.0515747	0.0146484
-0.03479	0.0500488	0.0152588
-0.0335693	0.0491333	0.015564
-0.0332642	0.0485229	0.0152588
-0.0332642	0.0482178	0.0149536
-0.0326538	0.0476074	0.0149536
-0.0317383	0.0469971	0.0152588
-0.0311279	0.0463867	0.0152588
-0.0311279	0.0463867	0.0152588
-0.0317383	0.0473022	0.015564
-0.0323486	0.0485229	0.0161743
-0.0332642	0.0506592	0.017395
-0.0335693	0.0524902	0.0189209
-0.0335693	0.0540161	0.0204468
-0.0344849	0.0549316	0.0204468
-0.0357056	0.0552368	0.0195313
-0.0372314	0.0552368	0.0180054
-0.0396729	0.0546265	0.0149536
-0.0430298	0.0537109	0.0106812
-0.045166	0.0518799	0.00671387
-0.0445557	0.0497437	0.00518799
-0.0430298	0.0479126	0.00488281
-0.0421143	0.0457764	0.00366211
-0.0415039	0.0442505	0.00274658
-0.0408936	0.043335	0.00244141
-0.0390625	0.043335	0.00427246
-0.0372314	0.0439453	0.00671387
-0.0369263	0.0445557	0.00762939
-0.0384521	0.045166	0.00671387
-0.0421143	0.0454712	0.00335693
-0.045166	0.0454712	0.000305176
-0.0466919	0.045166	-0.00152588
-0.0469971	0.045166	-0.00183105
-0.0479126	0.0445557	-0.00335693
-0.0485229	0.0436401	-0.00488281
-0.0488281	0.0424194	-0.00640869
-0.0485229	0.0408936	-0.00762939
-0.0473022	0.0396729	-0.00762939
-0.0454712	0.038147	-0.00732422
-0.0442505	0.0372314	-0.00701904
-0.0436401	0.0369263	-0.00671387
-0.0439453	0.0363159	-0.00762939
-0.0454712	0.0357056	-0.00976563
-0.0476074	0.0344849	-0.0131226
-0.0500488	0.0335693	-0.0164795
-0.0518799	0.0326538	-0.0192261
-0.0531006	0.0320435	-0.0210571
-0.0537109	0.0317383	-0.0219727
-0.0537109	0.0317383	-0.0219727
-0.0537109	0.0317383	-0.0219727
-0.0543213	0.0323486	-0.0219727
-0.0552368	0.0326538	-0.022583
-0.055542	0.032959	-0.022583
-0.055542	0.0332642	-0.0222778
-0.0558472	0.0332642	-0.022583
-0.0570679	0.0332642	-0.0238037
-0.0592041	0.032959	-0.0262451
-0.0616455	0.0323486	-0.0292969
-0.0634766	0.0308228	-0.0326538
-0.0637817	0.0286865	-0.0350952
-0.0628662	0.0262451	-0.0366211
-0.0616455	0.0244141	-0.0372314
-0.0604248	0.0231934	-0.0372314
-0.0592041	0.022583	-0.0366211
-0.0570679	0.0222778	-0.03479
-0.0546265	0.0222778	-0.0323486
-0.0524902	0.0222778	-0.0302124
-0.0500488	0.022583	-0.0274658
-0.0482178	0.0231934	-0.0250244
-0.0473022	0.0244141	-0.0228882
-0.0473022	0.0256348	-0.0216675
-0.0482178	0.0265503	-0.0216675
-0.0488281	0.0268555	-0.0219727
-0.0491333	0.0268555	-0.0222778
-0.0497437	0.0268555	-0.0228882
-0.0509644	0.0268555	-0.0241089
-0.0518799	0.0262451	-0.0256348
-0.0521851	0.0253296	-0.0268555
-0.0515747	0.0244141	-0.0271606
-0.050354	0.0231934	-0.0271606
-0.0491333	0.0219727	-0.0271606
-0.0482178	0.0204468	-0.027771
-0.0476074	0.0192261	-0.0283813
-0.0469971	0.0183105	-0.0286865
-0.0469971	0.0180054	-0.0289917
-0.0476074	0.0177002	-0.0299072
-0.0482178	0.017395	-0.0308228
-0.0491333	0.0180054	-0.0311279
-0.0500488	0.0189209	-0.0311279
-0.0512695	0.0204468	-0.0308228
-0.0512695	0.0222778	-0.0289917
-0.050354	0.0238037	-0.0265503
-0.0488281	0.0250244	-0.0238037
-0.0460815	0.0262451	-0.0198364
-0.0430298	0.0274658	-0.015564
-0.0393677	0.0289917	-0.010376
-0.0354004	0.0311279	-0.00427246
-0.0308228	0.0335693	0.00274658
-0.0262451	0.0363159	0.0100708
-0.022583	0.0393677	0.0167847
-0.0201416	0.043335	0.0231934
-0.0180054	0.0469971	0.0289917
-0.0152588	0.0500488	0.03479
-0.0115967	0.0521851	0.0405884
-0.00854492	0.0527954	0.0442505
-0.00640869	0.0527954	0.0463867
-0.00335693	0.0515747	0.0482178
0.00274658	0.050354	0.0531006
0.0100708	0.0485229	0.0585938
0.0177002	0.0460815	0.0637817
0.0247192	0.0430298	0.067749
0.0308228	0.0402832	0.071106
0.0357056	0.0390625	0.0747681
0.0402832	0.0390625	0.0793457
0.0430298	0.0402832	0.083313
0.043335	0.0418091	0.085144
0.0418091	0.043335	0.085144
0.0396729	0.0442505	0.0839233
0.0372314	0.0442505	0.0814819
0.03479	0.0424194	0.0772095
0.0323486	0.0384521	0.0708008
0.0299072	0.0326538	0.062561
0.0280762	0.0253296	0.0534058
0.0262451	0.0177002	0.0439453
0.0241089	0.00976563	0.0338745
0.0222778	0.00244141	0.0247192
0.0198364	-0.00396729	0.0158691
0.0167847	-0.00915527	0.00762939
0.0119019	-0.012207	-0.000305176
0.00457764	-0.012207	-0.00762939
-0.00549316	-0.0100708	-0.015564
-0.0161743	-0.00640869	-0.022583
-0.0247192	-0.00152588	-0.0262451
-0.0314331	0.00305176	-0.0283813
-0.0378418	0.00701904	-0.0308228
-0.0439453	0.0100708	-0.0338745
-0.0497437	0.0115967	-0.038147
-0.0540161	0.0119019	-0.0421143
-0.0567627	0.0112915	-0.0454712
-0.0579834	0.010376	-0.0476074
-0.0588989	0.00915527	-0.0497437
-0.0601196	0.00762939	-0.0524902
-0.0610352	0.00579834	-0.0552368
-0.06073	0.00427246	-0.0564575
-0.0598145	0.00305176	-0.0567627
-0.0601196	0.00244141	-0.0576782
-0.0613403	0.00213623	-0.0592041
-0.062561	0.00213623	-0.0604248
-0.0616455	0.00213623	-0.0595093
-0.0592041	0.00183105	-0.057373
-0.0567627	0.00183105	-0.0549316
-0.0546265	0.00213623	-0.0524902
-0.0534058	0.00274658	-0.0506592
-0.0534058	0.00335693	-0.0500488
-0.0531006	0.00396729	-0.0491333
-0.0521851	0.00427246	-0.0479126
-0.0509644	0.00457764	-0.0463867
-0.0500488	0.00457764	-0.0454712
-0.0506592	0.00427246	-0.0463867
-0.0518799	0.00366211	-0.0482178
-0.0531006	0.00274658	-0.050354
-0.0537109	0.00183105	-0.0518799
-0.0537109	0.0012207	-0.0524902
-0.0540161	0.000915527	-0.0531006
-0.0543213	0.000915527	-0.0534058
-0.0552368	0.00152588	-0.0537109
-0.0558472	0.00213623	-0.0537109
-0.0561523	0.00305176	-0.0531006
-0.0567627	0.00396729	-0.0527954
-0.0570679	0.00488281	-0.0521851
-0.0567627	0.00579834	-0.0509644
-0.0564575	0.00610352	-0.050354
-0.0558472	0.00579834	-0.0500488
-0.0552368	0.00518799	-0.0500488
-0.0552368	0.00457764	-0.0506592
-0.0543213	0.00335693	-0.0509644
-0.0534058	0.00183105	-0.0515747
-0.0524902	0.000305176	-0.0521851
-0.0518799	-0.000915527	-0.0527954
-0.0518799	-0.00183105	-0.0537109
-0.0524902	-0.00274658	-0.0552368
-0.0537109	-0.00335693	-0.0570679
-0.0546265	-0.00335693	-0.0579834
-0.0552368	-0.00274658	-0.0579834
-0.055542	-0.00213623	-0.0576782
-0.0546265	-0.0012207	-0.0558472
-0.0531006	-0.000305176	-0.0534058
-0.0521851	0.00152588	-0.0506592
-0.0524902	0.00366211	-0.0488281
-0.0540161	0.00610352	-0.0479126
-0.0552368	0.00946045	-0.0457764
-0.055542	0.0143433	-0.0411987
-0.0537109	0.0210571	-0.0326538
-0.0506592	0.0289917	-0.0216675
-0.0463867	0.0387573	-0.00762939
-0.0393677	0.0494385	0.0100708
-0.0289917	0.0588989	0.0299072
-0.0146484	0.0665283	0.0518799
0.00732422	0.071106	0.0784302
0.0369263	0.0723267	0.109253
0.0723267	0.0708008	0.143127
0.112915	0.0683594	0.181274
0.15625	0.0653076	0.221558
0.201111	0.0592041	0.260315
0.245972	0.045166	0.291138
0.288086	0.0222778	0.310364
0.322571	-0.00640869	0.316162
0.345459	-0.0360107	0.309448
0.353088	-0.0631714	0.289917
0.342712	-0.0863647	0.256348
0.312805	-0.106201	0.206604
0.264893	-0.12146	0.143433
0.201416	-0.130005	0.0714111
0.127258	-0.1297	-0.00244141
0.0485229	-0.121155	-0.0726318
-0.027771	-0.103455	-0.131226
-0.0952148	-0.0784302	-0.173645
-0.148621	-0.0494385	-0.198059
-0.184937	-0.0198364	-0.204773
-0.202637	0.00518799	-0.197449
-0.201416	0.0234985	-0.177917
-0.184326	0.0338745	-0.150452
-0.155334	0.038147	-0.117188
-0.119629	0.0366211	-0.0830078
-0.0827026	0.0311279	-0.0515747
-0.0488281	0.0222778	-0.0265503
-0.0216675	0.0119019	-0.00976563
-0.00274658	0.00274658	0
0.00823975	-0.00457764	0.00366211
0.0112915	-0.00915527	0.00213623
0.0088501	-0.0115967	-0.00274658
0.00274658	-0.0115967	-0.0088501
-0.00396729	-0.010376	-0.0143433
-0.00915527	-0.00854492	-0.0177002
-0.0125122	-0.00701904	-0.0195313
-0.0149536	-0.00549316	-0.0204468
-0.0167847	-0.00427246	-0.0210571
-0.0170898	-0.00427246	-0.0213623
-0.0170898	-0.00488281	-0.0219727
-0.0152588	-0.00610352	-0.0213623
-0.0119019	-0.00793457	-0.0198364
-0.0088501	-0.00946045	-0.0183105
-0.00701904	-0.0109863	-0.0180054
-0.00640869	-0.0119019	-0.0183105
-0.00579834	-0.0128174	-0.0186157
-0.00518799	-0.0128174	-0.0180054
-0.00427246	-0.0119019	-0.0161743
-0.00335693	-0.0100708	-0.0134277
-0.00366211	-0.0088501	-0.0125122
-0.00457764	-0.00762939	-0.012207
-0.00549316	-0.00701904	-0.0125122
-0.00579834	-0.00732422	-0.0131226
-0.00518799	-0.00854492	-0.0137329
-0.00427246	-0.0100708	-0.0143433
-0.00244141	-0.012207	-0.0146484
-0.000305176	-0.0140381	-0.0143433
0.00152588	-0.015564	-0.0140381
0.00366211	-0.0170898	-0.0134277
0.00610352	-0.0180054	-0.0119019
0.00793457	-0.0183105	-0.010376
0.0088501	-0.0180054	-0.00915527
0.0088501	-0.0164795	-0.00762939
0.00793457	-0.0149536	-0.00701904
0.00732422	-0.0140381	-0.00671387
0.00701904	-0.0137329	-0.00671387
0.00762939	-0.0137329	-0.00610352
0.00854492	-0.0140381	-0.00549316
0.010376	-0.0146484	-0.00427246
0.0128174	-0.0149536	-0.00213623
0.0158691	-0.0152588	0.000610352
0.0192261	-0.0149536	0.00427246
0.022583	-0.0149536	0.00762939
0.0262451	-0.0146484	0.0115967
0.0296021	-0.0143433	0.0152588
0.0326538	-0.0140381	0.0186157
0.0344849	-0.0143433	0.0201416
0.0357056	-0.0149536	0.020752
0.0363159	-0.0158691	0.0204468
0.0369263	-0.0167847	0.0201416
0.0378418	-0.0170898	0.020752
0.0393677	-0.0170898	0.0222778
0.0402832	-0.0167847	0.0234985
0.0408936	-0.0164795	0.0244141
0.0415039	-0.0164795	0.0250244
0.0424194	-0.0164795	0.0259399
0.0439453	-0.0161743	0.027771
0.0463867	-0.0161743	0.0302124
0.0485229	-0.0164795	0.0320435
0.050354	-0.017395	0.032959
0.0518799	-0.0183105	0.0335693
0.0543213	-0.0189209	0.0354004
0.0570679	-0.0195313	0.0375366
0.0601196	-0.0198364	0.0402832
0.0631714	-0.0198364	0.043335
0.0662231	-0.0189209	0.0473022
0.0692749	-0.0180054	0.0512695
0.0720215	-0.017395	0.0546265
0.0753784	-0.017395	0.0579834
0.0787354	-0.0177002	0.0610352
0.0820923	-0.0186157	0.0634766
0.0857544	-0.0201416	0.0656128
0.0894165	-0.0219727	0.0674438
0.0927734	-0.0234985	0.0692749
0.0952148	-0.0250244	0.0701904
0.0970459	-0.0262451	0.0708008
0.0991821	-0.0268555	0.0723267
0.101318	-0.0271606	0.0741577
0.10376	-0.0268555	0.0769043
0.105591	-0.0268555	0.0787354
0.107422	-0.0268555	0.0805664
0.110779	-0.027771	0.0830078
0.115356	-0.0286865	0.0866699
0.12085	-0.0296021	0.0912476
0.126648	-0.0311279	0.09552
0.133362	-0.032959	0.100403
0.140991	-0.0350952	0.105896
0.148621	-0.0375366	0.111084
0.155334	-0.0393677	0.115967
0.160828	-0.0411987	0.119629
0.166321	-0.0430298	0.123291
0.171509	-0.0445557	0.126953
0.176392	-0.0463867	0.130005
0.180664	-0.0479126	0.132751
0.184937	-0.0491333	0.135803
0.189209	-0.0500488	0.13916
0.193481	-0.0506592	0.142822
0.196838	-0.0512695	0.145569
0.19928	-0.0518799	0.1474
0.202026	-0.0518799	0.150146
0.205994	-0.0518799	0.154114
0.212708	-0.0515747	0.161133
0.220642	-0.0515747	0.169067
0.227661	-0.0512695	0.176392
0.233459	-0.0512695	0.18219
0.238953	-0.0512695	0.187683
0.245667	-0.0512695	0.194397
0.252991	-0.0515747	0.201416
0.26062	-0.0527954	0.207825
0.267334	-0.0537109	0.213623
0.272522	-0.0543213	0.218201
0.275879	-0.0549316	0.220947
0.27771	-0.055542	0.222168
0.27832	-0.0558472	0.222473
0.278625	-0.0558472	0.222778
0.278931	-0.0552368	0.223694
0.278015	-0.0534058	0.224609
0.275269	-0.0506592	0.224609
0.271912	-0.0469971	0.224915
0.26825	-0.0436401	0.224609
0.263062	-0.0396729	0.223389
0.255737	-0.03479	0.220947
0.247498	-0.0296021	0.217896
0.238342	-0.0241089	0.214233
0.228271	-0.0183105	0.209961
0.21637	-0.0125122	0.203857
0.204163	-0.00732422	0.196838
0.191956	-0.00183105	0.190125
0.179443	0.00396729	0.183411
0.166016	0.010376	0.176392
0.150757	0.017395	0.168152
0.134888	0.0238037	0.158691
0.119629	0.0296021	0.149231
0.104065	0.0350952	0.13916
0.0891113	0.0402832	0.129395
0.0756836	0.0445557	0.120239
0.0628662	0.0473022	0.110168
0.050354	0.0491333	0.0994873
0.0375366	0.0500488	0.0875854
0.0250244	0.0506592	0.0756836
0.0143433	0.050354	0.0646973
0.00610352	0.0500488	0.0561523
-0.000915527	0.0494385	0.0485229
-0.00793457	0.0491333	0.0411987
-0.0158691	0.0488281	0.032959
-0.0247192	0.0482178	0.0234985
-0.032959	0.0479126	0.0149536
-0.0396729	0.0476074	0.00793457
-0.0448608	0.0469971	0.00213623
-0.0500488	0.0466919	-0.00335693
-0.0549316	0.0463867	-0.00854492
-0.0588989	0.0454712	-0.0134277
-0.0622559	0.0442505	-0.0180054
-0.0640869	0.0427246	-0.0213623
-0.065918	0.0418091	-0.0241089
-0.0683594	0.0408936	-0.0274658
-0.0714111	0.0402832	-0.0311279
-0.0747681	0.039978	-0.03479
-0.0769043	0.039978	-0.0369263
-0.0778198	0.039978	-0.0378418
-0.0784302	0.039978	-0.0384521
-0.0793457	0.0396729	-0.0396729
-0.0799561	0.0390625	-0.0408936
-0.0793457	0.0384521	-0.0408936
-0.078125	0.0375366	-0.0405884
-0.0762939	0.0363159	-0.039978
-0.0744629	0.0350952	-0.0393677
-0.072937	0.0341797	-0.0387573
-0.0714111	0.0335693	-0.0378418
-0.0701904	0.0338745	-0.0363159
-0.0689697	0.0344849	-0.0344849
-0.0680542	0.0354004	-0.0326538
-0.067749	0.0360107	-0.0317383
-0.0674438	0.0369263	-0.0305176
-0.0671387	0.0378418	-0.0292969
-0.065918	0.0384521	-0.0274658
-0.0637817	0.0387573	-0.0250244
-0.0622559	0.0387573	-0.0234985
-0.0622559	0.038147	-0.0241089
-0.0628662	0.0375366	-0.0253296
-0.0628662	0.0369263	-0.0259399
-0.0619507	0.0363159	-0.0256348
-0.0604248	0.0363159	-0.0241089
-0.0598145	0.0363159	-0.0234985
-0.0598145	0.0366211	-0.0231934
-0.0592041	0.0372314	-0.0219727
-0.0567627	0.038147	-0.0186157
-0.0534058	0.0387573	-0.0146484
-0.0500488	0.0387573	-0.0112915
-0.0469971	0.0387573	-0.00823975
-0.0439453	0.0387573	-0.00518799
-0.0415039	0.0384521	-0.00305176
-0.0396729	0.038147	-0.00152588
-0.038147	0.0372314	-0.000915527
-0.0372314	0.0363159	-0.000915527
-0.0366211	0.0354004	-0.0012207
-0.0369263	0.0354004	-0.00152588
-0.0372314	0.0357056	-0.00152588
-0.0378418	0.0357056	-0.00213623
-0.0384521	0.0360107	-0.00244141
-0.0393677	0.0363159	-0.00305176
-0.0402832	0.0366211	-0.00366211
-0.0408936	0.0375366	-0.00335693
-0.0418091	0.0384521	-0.00335693
-0.0424194	0.0387573	-0.00366211
-0.0421143	0.0387573	-0.00335693
-0.0408936	0.0384521	-0.00244141
-0.0393677	0.038147	-0.0012207
-0.0387573	0.038147	-0.000610352
-0.038147	0.0375366	-0.000610352
-0.0369263	0.0366211	-0.000305176
-0.03479	0.0354004	0.000610352
-0.0326538	0.0341797	0.00152588
-0.0317383	0.0341797	0.00244141
-0.0317383	0.03479	0.00305176
-0.0317383	0.0354004	0.00366211
-0.0320435	0.0360107	0.00396729
-0.032959	0.0363159	0.00335693
-0.0341797	0.0363159	0.00213623
-0.03479	0.0360107	0.0012207
-0.0350952	0.0354004	0.000305176
-0.0360107	0.0344849	-0.00152588
-0.0372314	0.0338745	-0.00335693
-0.0387573	0.032959	-0.00579834
-0.0402832	0.0323486	-0.00793457
-0.0424194	0.0317383	-0.0106812
-0.0448608	0.0308228	-0.0140381
-0.0473022	0.0305176	-0.0167847
-0.0497437	0.0305176	-0.0192261
-0.0509644	0.0308228	-0.0201416
-0.0506592	0.0311279	-0.0195313
-0.0497437	0.0314331	-0.0183105
-0.0491333	0.0320435	-0.0170898
-0.0479126	0.0317383	-0.0161743
-0.0457764	0.0311279	-0.0146484
-0.0430298	0.0296021	-0.0134277
-0.0402832	0.027771	-0.0125122
-0.0384521	0.0262451	-0.012207
-0.0378418	0.0250244	-0.0128174
-0.0387573	0.0241089	-0.0146484
-0.0405884	0.0228882	-0.0177002
-0.0424194	0.0216675	-0.020752
-0.0454712	0.0210571	-0.0244141
-0.0497437	0.020752	-0.0289917
-0.0534058	0.0204468	-0.032959
-0.055542	0.020752	-0.03479
-0.0561523	0.0210571	-0.0350952
-0.0561523	0.0213623	-0.03479
-0.0558472	0.0216675	-0.0341797
-0.0564575	0.0222778	-0.0341797
-0.0561523	0.0228882	-0.0332642
-0.0546265	0.0228882	-0.0317383
-0.0531006	0.0228882	-0.0302124
-0.0524902	0.0231934	-0.0292969
-0.0524902	0.0234985	-0.0289917
-0.0524902	0.0234985	-0.0289917
-0.0521851	0.0234985	-0.0286865
-0.0518799	0.022583	-0.0292969
-0.0518799	0.0219727	-0.0299072
-0.0515747	0.0210571	-0.0305176
-0.0515747	0.0204468	-0.0311279
-0.0512695	0.0198364	-0.0314331
-0.0515747	0.0189209	-0.0326538
-0.0524902	0.0183105	-0.0341797
-0.0534058	0.017395	-0.0360107
-0.0540161	0.0164795	-0.0375366
-0.0549316	0.015564	-0.0393677
-0.0570679	0.0152588	-0.0418091
-0.0604248	0.0152588	-0.045166
-0.0650024	0.0152588	-0.0497437
-0.0686646	0.015564	-0.0531006
-0.0701904	0.015564	-0.0546265
-0.0704956	0.0152588	-0.0552368
-0.0692749	0.0149536	-0.0543213
-0.0668335	0.0152588	-0.0515747
-0.0646973	0.0158691	-0.0488281
-0.0622559	0.0167847	-0.0454712
-0.0595093	0.0180054	-0.0415039
-0.055542	0.0192261	-0.0363159
-0.0509644	0.0201416	-0.0308228
-0.0466919	0.0213623	-0.0253296
-0.0436401	0.022583	-0.0210571
-0.0418091	0.0238037	-0.0180054
-0.0405884	0.0259399	-0.0146484
-0.0393677	0.0289917	-0.010376
-0.038147	0.0326538	-0.00549316
-0.0366211	0.0369263	0.000305176
-0.0344849	0.0418091	0.00732422
-0.032959	0.0473022	0.0143433
-0.0308228	0.0531006	0.0222778
-0.0280762	0.0585938	0.0305176
-0.0250244	0.0634766	0.0384521
-0.0228882	0.0683594	0.0454712
-0.0210571	0.0723267	0.0512695
-0.0195313	0.0759888	0.0564575
-0.0183105	0.0790405	0.06073
-0.0161743	0.0808716	0.0646973
-0.0134277	0.0817871	0.0683594
-0.0100708	0.0820923	0.0720215
-0.00579834	0.0817871	0.0759888
-0.000915527	0.0799561	0.0790405
0.00457764	0.0778198	0.0823975
0.00946045	0.0756836	0.085144
0.0131226	0.0732422	0.0863647
0.0164795	0.0698853	0.0863647
0.0198364	0.065918	0.0857544
0.022583	0.06073	0.083313
0.0244141	0.055542	0.0799561
0.0247192	0.0500488	0.0747681
0.0234985	0.0445557	0.0680542
0.0201416	0.0393677	0.0595093
0.0158691	0.0341797	0.0500488
0.0115967	0.0296021	0.0411987
0.00793457	0.0259399	0.0338745
0.00427246	0.022583	0.0268555
0.000610352	0.0192261	0.0198364
-0.00427246	0.0158691	0.0115967
-0.010376	0.0134277	0.00305176
-0.0177002	0.012207	-0.00549316
-0.0247192	0.0115967	-0.0131226
-0.0305176	0.0112915	-0.0192261
-0.0360107	0.0109863	-0.0250244
-0.0411987	0.0109863	-0.0302124
-0.0460815	0.0109863	-0.0350952
-0.0500488	0.010376	-0.0396729
-0.0540161	0.00976563	-0.0442505
-0.0576782	0.0088501	-0.0488281
-0.0598145	0.00823975	-0.0515747
-0.0601196	0.00793457	-0.0521851
-0.0595093	0.00762939	-0.0518799
-0.0582886	0.00701904	-0.0512695
-0.0570679	0.00610352	-0.0509644
-0.0561523	0.00549316	-0.0506592
