L I	L III	L II(Calc.)
-0.0692749	-0.00946045	-0.0787354
-0.0686646	-0.00854492	-0.0772095
-0.0683594	-0.00762939	-0.0759888
-0.0683594	-0.00579834	-0.0741577
-0.0680542	-0.00335693	-0.0714111
-0.0680542	-0.0012207	-0.0692749
-0.0680542	-0.000610352	-0.0686646
-0.0680542	-0.00274658	-0.0708008
-0.0683594	-0.00762939	-0.0759888
-0.0683594	-0.012207	-0.0805664
-0.0686646	-0.0146484	-0.083313
-0.0686646	-0.0161743	-0.0848389
-0.0686646	-0.0192261	-0.0878906
-0.0683594	-0.0234985	-0.0918579
-0.0680542	-0.0268555	-0.0949097
-0.067749	-0.0274658	-0.0952148
-0.0671387	-0.0247192	-0.0918579
-0.0665283	-0.0210571	-0.0875854
-0.0662231	-0.0177002	-0.0839233
-0.065918	-0.0149536	-0.0808716
-0.0656128	-0.0134277	-0.0790405
-0.0656128	-0.0125122	-0.078125
-0.0656128	-0.0106812	-0.0762939
-0.0653076	-0.00976563	-0.0750732
-0.0656128	-0.010376	-0.0759888
-0.0656128	-0.0119019	-0.0775146
-0.065918	-0.0134277	-0.0793457
-0.065918	-0.0146484	-0.0805664
-0.0656128	-0.0149536	-0.0805664
-0.0650024	-0.0140381	-0.0790405
-0.0643921	-0.0125122	-0.0769043
-0.0634766	-0.010376	-0.0738525
-0.062561	-0.00732422	-0.0698853
-0.0616455	-0.00427246	-0.065918
-0.06073	-0.00183105	-0.062561
-0.0601196	0.000305176	-0.0598145
-0.0595093	0.00274658	-0.0567627
-0.0592041	0.00457764	-0.0546265
-0.0588989	0.00396729	-0.0549316
-0.0588989	0.00183105	-0.0570679
-0.0585938	0.000610352	-0.0579834
-0.0585938	0.000305176	-0.0582886
-0.0585938	-0.0012207	-0.0598145
-0.0585938	-0.00427246	-0.0628662
-0.0585938	-0.00793457	-0.0665283
-0.0582886	-0.0106812	-0.0689697
-0.0576782	-0.0119019	-0.0695801
-0.0570679	-0.0112915	-0.0683594
-0.0561523	-0.00946045	-0.0656128
-0.0546265	-0.00701904	-0.0616455
-0.0524902	-0.00427246	-0.0567627
-0.0497437	-0.000610352	-0.050354
-0.0466919	0.00244141	-0.0442505
-0.0430298	0.00366211	-0.0393677
-0.0384521	0.00549316	-0.032959
-0.0338745	0.00762939	-0.0262451
-0.0292969	0.0100708	-0.0192261
-0.0247192	0.0131226	-0.0115967
-0.0204468	0.0149536	-0.00549316
-0.0152588	0.0158691	0.000610352
-0.00946045	0.0167847	0.00732422
-0.00305176	0.0189209	0.0158691
0.00396729	0.0198364	0.0238037
0.0112915	0.0186157	0.0299072
0.0186157	0.0167847	0.0354004
0.0247192	0.0149536	0.0396729
0.0296021	0.0137329	0.043335
0.032959	0.0125122	0.0454712
0.0344849	0.0109863	0.0454712
0.0344849	0.00976563	0.0442505
0.032959	0.00915527	0.0421143
0.0299072	0.010376	0.0402832
0.0256348	0.0119019	0.0375366
0.0213623	0.0112915	0.0326538
0.0183105	0.0088501	0.0271606
0.0158691	0.00549316	0.0213623
0.0149536	0.000305176	0.0152588
0.0149536	-0.00732422	0.00762939
0.0152588	-0.0161743	-0.000915527
0.0158691	-0.0253296	-0.00946045
0.015564	-0.032959	-0.017395
0.0134277	-0.0390625	-0.0256348
0.00976563	-0.0442505	-0.0344849
0.00457764	-0.0469971	-0.0424194
-0.00213623	-0.0445557	-0.0466919
-0.010376	-0.0384521	-0.0488281
-0.0195313	-0.0317383	-0.0512695
-0.0289917	-0.0253296	-0.0543213
-0.0375366	-0.0192261	-0.0567627
-0.045166	-0.0131226	-0.0582886
-0.0512695	-0.00823975	-0.0595093
-0.055542	-0.00518799	-0.06073
-0.0588989	-0.00488281	-0.0637817
-0.0613403	-0.00732422	-0.0686646
-0.0631714	-0.00976563	-0.072937
-0.0643921	-0.0112915	-0.0756836
-0.0650024	-0.0128174	-0.0778198
-0.0656128	-0.0140381	-0.0796509
-0.065918	-0.0161743	-0.0820923
-0.0665283	-0.0183105	-0.0848389
-0.067749	-0.0183105	-0.0860596
-0.0686646	-0.0170898	-0.0857544
-0.0695801	-0.0164795	-0.0860596
-0.0704956	-0.0164795	-0.0869751
-0.0708008	-0.0161743	-0.0869751
-0.0708008	-0.0167847	-0.0875854
-0.0704956	-0.0180054	-0.088501
-0.0698853	-0.0189209	-0.0888062
-0.0689697	-0.0189209	-0.0878906
-0.0683594	-0.0189209	-0.0872803
-0.0674438	-0.0192261	-0.0866699
-0.0665283	-0.0186157	-0.085144
-0.065918	-0.0170898	-0.0830078
-0.0653076	-0.0152588	-0.0805664
-0.0650024	-0.0128174	-0.0778198
-0.0653076	-0.0112915	-0.0765991
-0.0653076	-0.0119019	-0.0772095
-0.0650024	-0.0134277	-0.0784302
-0.0646973	-0.0149536	-0.0796509
-0.0640869	-0.015564	-0.0796509
-0.0634766	-0.0152588	-0.0787354
-0.0628662	-0.0164795	-0.0793457
-0.062561	-0.0189209	-0.0814819
-0.0622559	-0.020752	-0.0830078
-0.0622559	-0.0210571	-0.083313
-0.062561	-0.0201416	-0.0827026
-0.0631714	-0.0180054	-0.0811768
-0.0637817	-0.0152588	-0.0790405
-0.0646973	-0.012207	-0.0769043
-0.0656128	-0.0100708	-0.0756836
-0.0668335	-0.00732422	-0.0741577
-0.0680542	-0.00549316	-0.0735474
-0.0689697	-0.00549316	-0.0744629
-0.0692749	-0.00671387	-0.0759888
-0.0689697	-0.00915527	-0.078125
-0.0689697	-0.0115967	-0.0805664
-0.0689697	-0.0134277	-0.0823975
-0.0692749	-0.0146484	-0.0839233
-0.0686646	-0.0149536	-0.0836182
-0.0674438	-0.0134277	-0.0808716
-0.0643921	-0.00946045	-0.0738525
-0.0598145	-0.00274658	-0.062561
-0.0534058	0.00579834	-0.0476074
-0.0448608	0.0158691	-0.0289917
-0.0335693	0.0265503	-0.00701904
-0.0177002	0.0366211	0.0189209
0.00335693	0.0442505	0.0476074
0.0289917	0.0491333	0.078125
0.0592041	0.0524902	0.111694
0.0939941	0.0549316	0.148926
0.132751	0.0561523	0.188904
0.174866	0.0540161	0.228882
0.218811	0.0427246	0.261536
0.262451	0.0219727	0.284424
0.301514	-0.00549316	0.296021
0.331421	-0.0360107	0.29541
0.34729	-0.065918	0.281372
0.345764	-0.0927734	0.252991
0.324707	-0.115662	0.209045
0.284729	-0.133972	0.150757
0.228577	-0.145264	0.083313
0.159912	-0.1474	0.0125122
0.0848389	-0.137329	-0.0524902
0.010376	-0.115051	-0.104675
-0.057373	-0.083313	-0.140686
-0.112305	-0.0476074	-0.159912
-0.150757	-0.0134277	-0.164185
-0.170288	0.0149536	-0.155334
-0.171509	0.0354004	-0.136108
-0.156555	0.0476074	-0.108948
-0.130005	0.0518799	-0.078125
-0.0979614	0.0488281	-0.0491333
-0.0653076	0.0405884	-0.0247192
-0.0372314	0.0280762	-0.00915527
-0.0158691	0.0143433	-0.00152588
-0.00335693	0.00244141	-0.000915527
0.00152588	-0.00640869	-0.00488281
-0.000305176	-0.0128174	-0.0131226
-0.00640869	-0.0158691	-0.0222778
-0.0143433	-0.0158691	-0.0302124
-0.0222778	-0.0140381	-0.0363159
-0.0283813	-0.010376	-0.0387573
-0.0320435	-0.00671387	-0.0387573
-0.0335693	-0.00427246	-0.0378418
-0.0332642	-0.00335693	-0.0366211
-0.0317383	-0.00335693	-0.0350952
-0.0299072	-0.00396729	-0.0338745
-0.027771	-0.00366211	-0.0314331
-0.0259399	-0.00274658	-0.0286865
-0.0241089	-0.00305176	-0.0271606
-0.0231934	-0.00457764	-0.027771
-0.022583	-0.00671387	-0.0292969
-0.0219727	-0.0088501	-0.0308228
-0.0216675	-0.0100708	-0.0317383
-0.0210571	-0.0109863	-0.0320435
-0.0201416	-0.0112915	-0.0314331
-0.0189209	-0.010376	-0.0292969
-0.0177002	-0.0088501	-0.0265503
-0.0161743	-0.00762939	-0.0238037
-0.0149536	-0.00762939	-0.022583
-0.0131226	-0.00793457	-0.0210571
-0.0115967	-0.00915527	-0.020752
-0.010376	-0.0100708	-0.0204468
-0.00915527	-0.0112915	-0.0204468
-0.00823975	-0.0137329	-0.0219727
-0.00732422	-0.0161743	-0.0234985
-0.00671387	-0.0167847	-0.0234985
-0.00640869	-0.017395	-0.0238037
-0.00579834	-0.0180054	-0.0238037
-0.00518799	-0.0177002	-0.0228882
-0.00427246	-0.0158691	-0.0201416
-0.00335693	-0.0125122	-0.0158691
-0.00244141	-0.00823975	-0.0106812
-0.0012207	-0.00396729	-0.00518799
0	-0.000915527	-0.000915527
0.0012207	-0.0012207	0
0.00244141	-0.00335693	-0.000915527
0.00396729	-0.00549316	-0.00152588
0.00549316	-0.00793457	-0.00244141
0.00671387	-0.0100708	-0.00335693
0.00823975	-0.0134277	-0.00518799
0.00946045	-0.0170898	-0.00762939
0.0106812	-0.0198364	-0.00915527
0.012207	-0.020752	-0.00854492
0.0140381	-0.0186157	-0.00457764
0.015564	-0.0149536	0.000610352
0.0170898	-0.0125122	0.00457764
0.0186157	-0.0115967	0.00701904
0.0204468	-0.00976563	0.0106812
0.0222778	-0.00701904	0.0152588
0.0241089	-0.00457764	0.0195313
0.0259399	-0.00457764	0.0213623
0.027771	-0.00518799	0.022583
0.0296021	-0.00701904	0.022583
0.0317383	-0.00976563	0.0219727
0.0338745	-0.0125122	0.0213623
0.0360107	-0.0149536	0.0210571
0.0384521	-0.0161743	0.0222778
0.0411987	-0.017395	0.0238037
0.0439453	-0.0180054	0.0259399
0.0466919	-0.0167847	0.0299072
0.0491333	-0.015564	0.0335693
0.0515747	-0.0158691	0.0357056
0.0537109	-0.0158691	0.0378418
0.055542	-0.0161743	0.0393677
0.0570679	-0.017395	0.0396729
0.0585938	-0.0192261	0.0393677
0.06073	-0.0219727	0.0387573
0.0628662	-0.0247192	0.038147
0.0653076	-0.0268555	0.0384521
0.0680542	-0.027771	0.0402832
0.0714111	-0.0280762	0.043335
0.0750732	-0.0268555	0.0482178
0.0796509	-0.0244141	0.0552368
0.0848389	-0.0219727	0.0628662
0.0897217	-0.0192261	0.0704956
0.0949097	-0.0161743	0.0787354
0.100098	-0.0134277	0.0866699
0.10498	-0.0115967	0.0933838
0.110168	-0.0112915	0.098877
0.115051	-0.0131226	0.101929
0.119324	-0.0167847	0.102539
0.123596	-0.022583	0.101013
0.127869	-0.0286865	0.0991821
0.132141	-0.0335693	0.0985718
0.136719	-0.0372314	0.0994873
0.141296	-0.039978	0.101318
0.146484	-0.0421143	0.10437
0.151978	-0.0436401	0.108337
0.157776	-0.0439453	0.113831
0.163269	-0.0421143	0.121155
0.168762	-0.0390625	0.1297
0.174255	-0.0366211	0.137634
0.179749	-0.0363159	0.143433
0.184631	-0.0357056	0.148926
0.189209	-0.0317383	0.157471
0.193481	-0.027771	0.16571
0.197449	-0.0265503	0.170898
0.201111	-0.0296021	0.171509
0.204773	-0.0354004	0.169373
0.208435	-0.039978	0.168457
0.212097	-0.0418091	0.170288
0.215759	-0.0427246	0.173035
0.220032	-0.0445557	0.175476
0.224609	-0.0473022	0.177307
0.229187	-0.0500488	0.179138
0.233459	-0.0512695	0.18219
0.237427	-0.050354	0.187073
0.240479	-0.0476074	0.192871
0.242615	-0.0427246	0.19989
0.243835	-0.0372314	0.206604
0.244141	-0.032959	0.211182
0.242615	-0.0308228	0.211792
0.239563	-0.0292969	0.210266
0.23468	-0.0265503	0.20813
0.227966	-0.0216675	0.206299
0.219727	-0.0149536	0.204773
0.209961	-0.0088501	0.201111
0.198975	-0.00427246	0.194702
0.186462	0.00152588	0.187988
0.173035	0.0100708	0.183105
0.158997	0.0204468	0.179443
0.144653	0.0296021	0.174255
0.1297	0.0366211	0.166321
0.114441	0.0415039	0.155945
0.0991821	0.0448608	0.144043
0.0842285	0.0469971	0.131226
0.0698853	0.0485229	0.118408
0.0561523	0.0494385	0.105591
0.0427246	0.050354	0.0930786
0.0299072	0.0497437	0.0796509
0.0180054	0.0479126	0.065918
0.00671387	0.0460815	0.0527954
-0.00396729	0.0469971	0.0430298
-0.0137329	0.050354	0.0366211
-0.0228882	0.0515747	0.0286865
-0.0311279	0.0494385	0.0183105
-0.0384521	0.0473022	0.0088501
-0.045166	0.0473022	0.00213623
-0.0512695	0.0485229	-0.00274658
-0.0564575	0.0485229	-0.00793457
-0.0610352	0.0466919	-0.0143433
-0.0646973	0.045166	-0.0195313
-0.0674438	0.0457764	-0.0216675
-0.0695801	0.0479126	-0.0216675
-0.071106	0.0485229	-0.022583
-0.0723267	0.0469971	-0.0253296
-0.0732422	0.0436401	-0.0296021
-0.0741577	0.0396729	-0.0344849
-0.0747681	0.0357056	-0.0390625
-0.0756836	0.0323486	-0.043335
-0.0762939	0.0283813	-0.0479126
-0.0772095	0.0228882	-0.0543213
-0.0778198	0.0186157	-0.0592041
-0.0784302	0.0161743	-0.0622559
-0.0790405	0.0161743	-0.0628662
-0.0796509	0.0170898	-0.062561
-0.0793457	0.0192261	-0.0601196
-0.0787354	0.0234985	-0.0552368
-0.0778198	0.0274658	-0.050354
-0.0762939	0.0292969	-0.0469971
-0.0747681	0.0296021	-0.045166
-0.072937	0.0296021	-0.043335
-0.071106	0.0280762	-0.0430298
-0.0689697	0.0262451	-0.0427246
-0.0671387	0.0250244	-0.0421143
-0.0653076	0.0244141	-0.0408936
-0.0640869	0.022583	-0.0415039
-0.0631714	0.0198364	-0.043335
-0.062561	0.0189209	-0.0436401
-0.0622559	0.0213623	-0.0408936
-0.0622559	0.0259399	-0.0363159
-0.0619507	0.0308228	-0.0311279
-0.0613403	0.0344849	-0.0268555
-0.0610352	0.0366211	-0.0244141
-0.0601196	0.0375366	-0.022583
-0.0588989	0.0378418	-0.0210571
-0.0576782	0.0372314	-0.0204468
-0.0564575	0.03479	-0.0216675
-0.0549316	0.0320435	-0.0228882
-0.0537109	0.0292969	-0.0244141
-0.0524902	0.0265503	-0.0259399
-0.0512695	0.0241089	-0.0271606
-0.050354	0.0216675	-0.0286865
-0.0497437	0.0198364	-0.0299072
-0.0497437	0.0192261	-0.0305176
-0.0494385	0.0189209	-0.0305176
-0.0491333	0.0189209	-0.0302124
-0.0488281	0.0198364	-0.0289917
-0.0482178	0.020752	-0.0274658
-0.0479126	0.0222778	-0.0256348
-0.0476074	0.0241089	-0.0234985
-0.0469971	0.0256348	-0.0213623
-0.0466919	0.0268555	-0.0198364
-0.0460815	0.027771	-0.0183105
-0.0454712	0.0283813	-0.0170898
-0.045166	0.0280762	-0.0170898
-0.0448608	0.027771	-0.0170898
-0.0445557	0.0296021	-0.0149536
-0.0445557	0.0317383	-0.0128174
-0.0442505	0.0311279	-0.0131226
-0.0442505	0.0286865	-0.015564
-0.0439453	0.0262451	-0.0177002
-0.0439453	0.0241089	-0.0198364
-0.0439453	0.0231934	-0.020752
-0.0442505	0.0234985	-0.020752
-0.0445557	0.0234985	-0.0210571
-0.045166	0.0228882	-0.0222778
-0.0457764	0.0219727	-0.0238037
-0.0460815	0.022583	-0.0234985
-0.0466919	0.0241089	-0.022583
-0.0469971	0.0259399	-0.0210571
-0.0476074	0.0268555	-0.020752
-0.0482178	0.0280762	-0.0201416
-0.0482178	0.0299072	-0.0183105
-0.0485229	0.0311279	-0.017395
-0.0482178	0.0314331	-0.0167847
-0.0476074	0.0305176	-0.0170898
-0.0473022	0.0283813	-0.0189209
-0.0469971	0.0268555	-0.0201416
-0.0466919	0.0265503	-0.0201416
-0.0469971	0.0262451	-0.020752
-0.0469971	0.0262451	-0.020752
-0.0469971	0.0268555	-0.0201416
-0.0469971	0.0262451	-0.020752
-0.0469971	0.0247192	-0.0222778
-0.0466919	0.0247192	-0.0219727
-0.0466919	0.0262451	-0.0204468
-0.0466919	0.0280762	-0.0186157
-0.0460815	0.0283813	-0.0177002
-0.0454712	0.0259399	-0.0195313
-0.0445557	0.0228882	-0.0216675
-0.0439453	0.020752	-0.0231934
-0.043335	0.0201416	-0.0231934
-0.0430298	0.020752	-0.0222778
-0.0427246	0.022583	-0.0201416
-0.0427246	0.0244141	-0.0183105
-0.0424194	0.0241089	-0.0183105
-0.0427246	0.0213623	-0.0213623
-0.0430298	0.0183105	-0.0247192
-0.043335	0.0161743	-0.0271606
-0.043335	0.0146484	-0.0286865
-0.043335	0.0119019	-0.0314331
-0.0436401	0.00915527	-0.0344849
-0.0442505	0.00579834	-0.0384521
-0.0445557	0.00213623	-0.0424194
-0.0448608	-0.000610352	-0.0454712
-0.0448608	-0.000915527	-0.0457764
-0.045166	0.0012207	-0.0439453
-0.0454712	0.00427246	-0.0411987
-0.0454712	0.00701904	-0.0384521
-0.0454712	0.00915527	-0.0363159
-0.045166	0.0106812	-0.0344849
-0.0448608	0.0119019	-0.032959
-0.0439453	0.012207	-0.0317383
-0.0427246	0.012207	-0.0305176
-0.0418091	0.0125122	-0.0292969
-0.0411987	0.0128174	-0.0283813
-0.0411987	0.012207	-0.0289917
-0.0411987	0.0106812	-0.0305176
-0.0415039	0.00976563	-0.0317383
-0.0421143	0.0106812	-0.0314331
-0.0427246	0.0128174	-0.0299072
-0.0430298	0.015564	-0.0274658
-0.0436401	0.0167847	-0.0268555
-0.0442505	0.015564	-0.0286865
-0.0448608	0.0115967	-0.0332642
-0.045166	0.00854492	-0.0366211
-0.0454712	0.00915527	-0.0363159
-0.0454712	0.0100708	-0.0354004
-0.0454712	0.00976563	-0.0357056
-0.0454712	0.00854492	-0.0369263
-0.0454712	0.00701904	-0.0384521
-0.0454712	0.00549316	-0.039978
-0.0460815	0.00518799	-0.0408936
-0.0463867	0.00610352	-0.0402832
-0.0466919	0.00732422	-0.0393677
-0.0469971	0.0088501	-0.038147
-0.0469971	0.0100708	-0.0369263
-0.0466919	0.0100708	-0.0366211
-0.0460815	0.00946045	-0.0366211
-0.0460815	0.0088501	-0.0372314
-0.0460815	0.00946045	-0.0366211
-0.0457764	0.0100708	-0.0357056
-0.045166	0.0112915	-0.0338745
-0.0445557	0.0131226	-0.0314331
-0.0436401	0.0158691	-0.027771
-0.0430298	0.0186157	-0.0244141
-0.0430298	0.0204468	-0.022583
-0.0427246	0.0213623	-0.0213623
-0.0427246	0.0213623	-0.0213623
-0.0430298	0.0216675	-0.0213623
-0.0430298	0.0216675	-0.0213623
-0.043335	0.0204468	-0.0228882
-0.0436401	0.0167847	-0.0268555
-0.0439453	0.0109863	-0.032959
-0.0445557	0.00518799	-0.0393677
-0.0448608	0.00274658	-0.0421143
-0.045166	0.00305176	-0.0421143
-0.0454712	0.00396729	-0.0415039
-0.045166	0.00457764	-0.0405884
-0.0448608	0.00488281	-0.039978
-0.0439453	0.00579834	-0.038147
-0.0427246	0.0088501	-0.0338745
-0.0418091	0.0140381	-0.027771
-0.0408936	0.0189209	-0.0219727
-0.0393677	0.0219727	-0.017395
-0.0372314	0.0238037	-0.0134277
-0.0344849	0.0238037	-0.0106812
-0.0311279	0.0234985	-0.00762939
-0.0271606	0.0234985	-0.00366211
-0.0222778	0.0244141	0.00213623
-0.0170898	0.0265503	0.00946045
-0.0115967	0.0289917	0.017395
-0.00640869	0.0311279	0.0247192
-0.00152588	0.0335693	0.0320435
0.00366211	0.0357056	0.0393677
0.00946045	0.0363159	0.0457764
0.0152588	0.0357056	0.0509644
0.0210571	0.0344849	0.055542
0.0271606	0.0323486	0.0595093
0.0332642	0.0286865	0.0619507
0.0384521	0.0247192	0.0631714
0.0430298	0.0210571	0.0640869
0.0460815	0.0186157	0.0646973
0.0476074	0.0164795	0.0640869
0.0482178	0.0158691	0.0640869
0.0476074	0.017395	0.0650024
0.0457764	0.0210571	0.0668335
0.0430298	0.0256348	0.0686646
0.0396729	0.0286865	0.0683594
0.0363159	0.0299072	0.0662231
0.0338745	0.0292969	0.0631714
0.0323486	0.0274658	0.0598145
0.0323486	0.0247192	0.0570679
0.032959	0.0201416	0.0531006
0.0335693	0.0128174	0.0463867
0.0338745	0.00366211	0.0375366
0.0326538	-0.00488281	0.027771
0.0296021	-0.0115967	0.0180054
0.0250244	-0.0161743	0.0088501
0.0189209	-0.0192261	-0.000305176
0.0109863	-0.0210571	-0.0100708
0.0012207	-0.0216675	-0.0204468
-0.00915527	-0.0198364	-0.0289917
-0.0195313	-0.0158691	-0.0354004
-0.0292969	-0.0109863	-0.0402832
-0.0375366	-0.00701904	-0.0445557
-0.0439453	-0.00518799	-0.0491333
-0.0491333	-0.00427246	-0.0534058
-0.0531006	-0.00335693	-0.0564575
-0.0561523	-0.00274658	-0.0588989
-0.0579834	-0.00244141	-0.0604248
-0.0592041	-0.00366211	-0.0628662
-0.0598145	-0.00549316	-0.0653076
-0.0604248	-0.00762939	-0.0680542
-0.0613403	-0.00915527	-0.0704956
-0.0619507	-0.00976563	-0.0717163
-0.062561	-0.0088501	-0.0714111
-0.0634766	-0.00640869	-0.0698853
-0.0640869	-0.00305176	-0.0671387
-0.0646973	0.00183105	-0.0628662
-0.0650024	0.00610352	-0.0588989
-0.0650024	0.00854492	-0.0564575
-0.0646973	0.010376	-0.0543213
-0.0646973	0.0106812	-0.0540161
-0.0643921	0.0088501	-0.055542
-0.0637817	0.00549316	-0.0582886
-0.0634766	0.00213623	-0.0613403
-0.0631714	-0.000610352	-0.0637817
-0.0628662	-0.00305176	-0.065918
-0.0628662	-0.00579834	-0.0686646
-0.0628662	-0.0088501	-0.0717163
-0.0628662	-0.0106812	-0.0735474
-0.0628662	-0.00915527	-0.0720215
-0.0631714	-0.00518799	-0.0683594
-0.0634766	-0.000305176	-0.0637817
-0.0637817	0.00335693	-0.0604248
-0.0640869	0.00579834	-0.0582886
-0.0640869	0.00701904	-0.0570679
-0.0637817	0.00823975	-0.055542
-0.0634766	0.0088501	-0.0546265
-0.0631714	0.00793457	-0.0552368
-0.0622559	0.00671387	-0.055542
-0.0613403	0.00549316	-0.0558472
-0.0601196	0.00488281	-0.0552368
-0.0592041	0.00457764	-0.0546265
-0.0579834	0.00335693	-0.0546265
-0.0570679	0.00305176	-0.0540161
-0.0561523	0.00488281	-0.0512695
-0.055542	0.00701904	-0.0485229
-0.0552368	0.00732422	-0.0479126
-0.0558472	0.00732422	-0.0485229
-0.0567627	0.00701904	-0.0497437
-0.0582886	0.00518799	-0.0531006
-0.0592041	0.00366211	-0.055542
-0.0588989	0.00396729	-0.0549316
-0.057373	0.00640869	-0.0509644
-0.0540161	0.0106812	-0.043335
-0.0488281	0.0167847	-0.0320435
-0.0411987	0.0244141	-0.0167847
-0.0299072	0.0320435	0.00213623
-0.0140381	0.0369263	0.0228882
0.00732422	0.0387573	0.0460815
0.0338745	0.0390625	0.072937
0.0650024	0.0387573	0.10376
0.101013	0.0378418	0.138855
0.141296	0.0363159	0.177612
0.184631	0.0314331	0.216064
0.229797	0.0186157	0.248413
0.274048	-0.00244141	0.271606
0.31311	-0.0274658	0.285645
0.343018	-0.0521851	0.290833
0.358276	-0.0747681	0.283508
0.355225	-0.0946045	0.26062
0.331726	-0.112305	0.219421
0.288391	-0.125427	0.162964
0.228271	-0.1297	0.0985718
0.15625	-0.122986	0.0332642
0.0784302	-0.106201	-0.027771
0.00183105	-0.083313	-0.0814819
-0.0671387	-0.0549316	-0.12207
-0.122681	-0.0222778	-0.144958
-0.160828	0.0112915	-0.149536
-0.178833	0.0411987	-0.137634
-0.177917	0.0640869	-0.113831
-0.160217	0.078125	-0.0820923
-0.13092	0.083313	-0.0476074
-0.0958252	0.0802612	-0.015564
-0.0604248	0.0714111	0.0109863
-0.0302124	0.0588989	0.0286865
-0.00793457	0.0463867	0.0384521
0.00518799	0.0360107	0.0411987
0.0100708	0.0271606	0.0372314
0.00823975	0.020752	0.0289917
0.00213623	0.0161743	0.0183105
-0.00610352	0.0137329	0.00762939
-0.0140381	0.0134277	-0.000610352
-0.020752	0.0134277	-0.00732422
-0.0250244	0.012207	-0.0128174
-0.0268555	0.0112915	-0.015564
-0.0268555	0.0106812	-0.0161743
-0.0256348	0.00976563	-0.0158691
-0.0234985	0.00762939	-0.0158691
-0.0210571	0.00640869	-0.0146484
-0.0192261	0.00640869	-0.0128174
-0.0177002	0.00762939	-0.0100708
-0.0164795	0.00823975	-0.00823975
-0.0158691	0.00915527	-0.00671387
-0.0152588	0.0109863	-0.00427246
-0.0149536	0.0134277	-0.00152588
-0.0143433	0.0161743	0.00183105
-0.0140381	0.0192261	0.00518799
-0.0134277	0.0213623	0.00793457
-0.0125122	0.0216675	0.00915527
-0.0115967	0.0201416	0.00854492
-0.0100708	0.0183105	0.00823975
-0.00823975	0.0149536	0.00671387
-0.00671387	0.012207	0.00549316
-0.00488281	0.0100708	0.00518799
-0.00335693	0.00854492	0.00518799
-0.00244141	0.00549316	0.00305176
-0.00152588	0.00213623	0.000610352
-0.000610352	0.00152588	0.000915527
-0.000305176	0.00335693	0.00305176
-0.000305176	0.00640869	0.00610352
-0.000305176	0.0100708	0.00976563
0	0.0143433	0.0143433
0	0.0177002	0.0177002
0.000610352	0.020752	0.0213623
0.0012207	0.0213623	0.022583
0.00244141	0.0201416	0.022583
0.00396729	0.0177002	0.0216675
0.00549316	0.0140381	0.0195313
0.00732422	0.0109863	0.0183105
0.0088501	0.00793457	0.0167847
0.010376	0.00518799	0.015564
0.012207	0.00335693	0.015564
0.0134277	0.00305176	0.0164795
0.0149536	0.00396729	0.0189209
0.0167847	0.00579834	0.022583
0.0183105	0.00823975	0.0265503
0.0201416	0.0109863	0.0311279
0.0219727	0.0137329	0.0357056
0.0234985	0.0161743	0.0396729
0.0250244	0.017395	0.0424194
0.0268555	0.0161743	0.0430298
0.0286865	0.0125122	0.0411987
0.0305176	0.00823975	0.0387573
0.0320435	0.00488281	0.0369263
0.0335693	0.00305176	0.0366211
0.0350952	0.00274658	0.0378418
0.0366211	0.00244141	0.0390625
0.0384521	0.000915527	0.0393677
0.0405884	-0.000610352	0.039978
0.0427246	0.000305176	0.0430298
0.045166	0.00213623	0.0473022
0.0479126	0.00396729	0.0518799
0.0506592	0.00488281	0.055542
0.0534058	0.00488281	0.0582886
0.0561523	0.00396729	0.0601196
0.0588989	0.00305176	0.0619507
0.0616455	0.00213623	0.0637817
0.0643921	0.000610352	0.0650024
0.0668335	-0.0012207	0.0656128
0.0692749	-0.00274658	0.0665283
0.0723267	-0.00366211	0.0686646
0.0750732	-0.00457764	0.0704956
0.0784302	-0.00549316	0.072937
0.0817871	-0.00610352	0.0756836
0.085144	-0.00640869	0.0787354
0.0891113	-0.00579834	0.083313
0.0933838	-0.00579834	0.0875854
0.0985718	-0.00762939	0.0909424
0.10376	-0.010376	0.0933838
0.109253	-0.0134277	0.0958252
0.114136	-0.0152588	0.098877
0.119019	-0.015564	0.103455
0.124207	-0.0164795	0.107727
0.129395	-0.0177002	0.111694
0.134583	-0.0183105	0.116272
0.140076	-0.0195313	0.120544
0.144958	-0.0201416	0.124817
0.149841	-0.020752	0.129089
0.154724	-0.0222778	0.132446
0.159302	-0.0244141	0.134888
0.16449	-0.0250244	0.139465
0.169678	-0.0250244	0.144653
0.175171	-0.0253296	0.149841
0.180664	-0.0259399	0.154724
0.185852	-0.0268555	0.158997
0.19104	-0.0268555	0.164185
0.196228	-0.0256348	0.170593
0.201111	-0.0234985	0.177612
0.205994	-0.0210571	0.184937
0.210571	-0.0183105	0.192261
0.215149	-0.0152588	0.19989
0.220032	-0.0149536	0.205078
0.224609	-0.0170898	0.20752
0.228882	-0.020752	0.20813
0.232849	-0.0247192	0.20813
0.236816	-0.0283813	0.208435
0.241089	-0.0320435	0.209045
0.244751	-0.0354004	0.209351
0.247498	-0.0375366	0.209961
0.249634	-0.038147	0.211487
0.251465	-0.0372314	0.214233
0.252075	-0.0360107	0.216064
0.252075	-0.0335693	0.218506
0.250854	-0.0296021	0.221252
0.247803	-0.0231934	0.224609
0.24353	-0.0143433	0.229187
0.237732	-0.00549316	0.232239
